RouteID,VehicleID,StopSequence,NodeID,Demand_Served_On_Route,Cumulative_Dist_On_Route
Route_1,Vehicle_1,1,D1,101.0,0.0
Route_1,Vehicle_1,2,C5,5.0,11.14
Route_1,Vehicle_1,3,C3,15.0,19.49
Route_1,Vehicle_1,4,C8,10.0,25.94
Route_1,Vehicle_1,5,C7,12.0,36.05
Route_1,Vehicle_1,6,C9,15.0,48.95
Route_1,Vehicle_1,7,C2,15.0,60.36
Route_1,Vehicle_1,8,C1,12.0,68.32
Route_1,Vehicle_1,9,C4,6.0,71.36
Route_1,Vehicle_1,10,C6,11.0,84.48
Route_1,Vehicle_1,11,D1,0,100.44
