config_id,mean_obj,std_obj,min_obj,max_obj,mean_time,mean_vehicles,mean_distance,mean_memory_increase,mean_best_iter_memory,mean_load_balance_cv,mean_load_balance_std,mean_load_balance_range,population_size,generations,mutation_rate,tournament_k
22,5176019.82,257728.03768852793,4886520.66,5380488.9,1.1349997520446777,3.0,250.04926666666665,0.0,0.0397171875,0.060242698802438245,7.570499149506407,18.0,100,100,0.1,3
23,5046512.34,247127.43184071663,4854423.239999999,5325308.91,1.641309420267741,3.0,243.79286666666667,0.0,0.0397171875,0.07493142805112261,9.41638279175774,23.0,100,100,0.1,5
24,5236201.62,207463.57723731245,5005137.870000001,5406490.17,2.16292667388916,3.0,252.95659999999998,0.0,0.0397171875,0.06564924196288464,8.24992140666917,19.333333333333332,100,100,0.1,7
25,5380201.859999999,94099.78140963634,5275521.27,5457766.14,1.142487605412801,3.0,259.9131333333333,0.0,0.0397171875,0.07263222582018004,9.127449711402628,22.0,100,100,0.15,3
26,5220022.499999999,306910.16943757166,4866752.159999999,5421027.779999999,1.6484700838724773,3.0,252.17499999999998,0.0,0.0397171875,0.07879248948101573,9.901589511447645,24.0,100,100,0.15,5
27,5458819.08,211801.03651393647,5262198.75,5683085.640000001,2.1736947695414224,3.0,263.7110666666667,0.0,0.0397171875,0.08398545053167246,10.554171616813507,25.666666666666668,100,100,0.15,7
28,5282754.54,122315.81862216997,5161673.34,5406268.68,2.239829699198405,3.0,255.20553333333336,0.0,0.0397171875,0.07819761661994255,9.826833821906114,24.0,100,200,0.05,3
29,5185782.63,240150.09463818927,4924521.72,5396906.069999999,3.2801613807678223,3.0,250.52089999999998,0.0,0.0397171875,0.0753510117751446,9.469110479743172,23.0,100,200,0.05,5
30,5424465.359999999,173795.3134733844,5241465.629999999,5587296.39,4.296901623408,3.0,262.0514666666666,0.0,0.0397171875,0.0676381973293087,8.49986679771646,20.333333333333332,100,200,0.05,7
31,5169006.66,254523.68452224173,4886520.66,5380488.9,2.251640876134237,3.0,249.71046666666666,0.0,0.0397171875,0.0626875771297207,7.8777388593015685,18.333333333333332,100,200,0.1,3
32,5027324.13,230474.2362724456,4842593.1899999995,5285593.890000001,3.2837419509887695,3.0,242.8659,0.0,0.0397171875,0.07298753996470421,9.172100855564496,21.666666666666668,100,200,0.1,5
33,5217019.62,203138.34217555975,4991448.96,5385514.8599999985,4.291478951772054,3.0,252.02993333333333,0.0,0.0397171875,0.07331215308238373,9.212893904019555,22.0,100,200,0.1,7
