config_id,run,seed,cpu_time,objective_value,final_cost,penalty,num_vehicles,total_distance,converged_at,population_size,generations,mutation_rate,tournament_k
36,3,7890,41.03217577934265,21018308.040000003,21018308.040000003,0,11,1015.3772,200,100,200,0.15,7
37,1,42,15.852818727493286,22539958.83,22539958.83,0,11,1088.8869,100,150,100,0.05,3
37,2,123,14.453500270843506,21466218.78,21466218.78,0,10,1037.0154,100,150,100,0.05,3
37,3,7890,12.369895458221436,22946765.58,22946765.58,0,11,1108.5394000000001,100,150,100,0.05,3
38,1,42,17.49534296989441,22961690.279999997,22961690.279999997,0,11,1109.2604000000001,100,150,100,0.05,5
38,2,123,19.70224952697754,21993725.159999996,21993725.159999996,0,11,1062.4988,100,150,100,0.05,5
38,3,7890,28.89586091041565,22305026.25,22305026.25,0,11,1077.5375,100,150,100,0.05,5
39,1,42,31.138943910598755,22511606.039999995,22511606.039999995,0,11,1087.5172,100,150,100,0.05,7
39,2,123,32.92912936210632,22256511.66,22256511.66,0,11,1075.1938,100,150,100,0.05,7
39,3,7890,24.567615032196045,22909584.240000002,22909584.240000002,0,11,1106.7432000000001,100,150,100,0.05,7
40,1,42,13.494150638580322,21113805.42,21113805.42,0,10,1019.9906,100,150,100,0.1,3
40,2,123,16.248370885849,21925224.720000003,21925224.720000003,0,10,1059.1896,100,150,100,0.1,3
40,3,7890,16.74003028869629,22074405.48,22074405.48,0,10,1066.3964,100,150,100,0.1,3
41,1,42,29.88545536994934,20041922.159999996,20041922.159999996,0,10,968.2088,100,150,100,0.1,5
41,2,123,27.52012586593628,21083260.500000004,21083260.500000004,0,10,1018.515,100,150,100,0.1,5
41,3,7890,25.1177921295166,19861935.659999996,19861935.659999996,0,10,959.5138,100,150,100,0.1,5
42,1,42,32.77676010131836,23182584.119999997,23182584.119999997,0,11,1119.9316,100,150,100,0.1,7
42,2,123,32.324479818344116,21212389.169999998,21212389.169999998,0,11,1024.7531,100,150,100,0.1,7
42,3,7890,27.95693278312683,21161371.95,21161371.95,0,10,1022.2885,100,150,100,0.1,7
43,1,42,15.355948448181152,22506756.03,22506756.03,0,10,1087.2829,100,150,100,0.15,3
43,2,123,14.988265752792358,25857082.08,25857082.08,0,11,1249.1344,100,150,100,0.15,3
43,3,7890,15.478440523147583,25157666.34,25157666.34,0,10,1215.3462,100,150,100,0.15,3
44,1,42,26.067500591278076,19127201.58,19127201.58,0,10,924.0194,100,150,100,0.15,5
44,2,123,20.628087282180786,22106097.18,22106097.18,0,11,1067.9274,100,150,100,0.15,5
44,3,7890,26.32779550552368,20921278.859999996,20921278.859999996,0,11,1010.6898,100,150,100,0.15,5
45,1,42,23.325913190841675,21235707.720000003,21235707.720000003,0,11,1025.8796,100,150,100,0.15,7
45,2,123,23.85131025314331,21682626.93,21682626.93,0,11,1047.4699,100,150,100,0.15,7
45,3,7890,23.48591423034668,20685133.259999998,20685133.259999998,0,10,999.2818,100,150,100,0.15,7
46,1,42,29.377926349639893,20501369.009999998,20501369.009999998,0,10,990.4042999999999,200,150,200,0.05,3
46,2,123,25.02418351173401,20276492.490000002,20276492.490000002,0,10,979.5407,200,150,200,0.05,3
46,3,7890,33.215855836868286,21081896.369999997,21081896.369999997,0,11,1018.4491,200,150,200,0.05,3
47,1,42,37.473010540008545,22041682.919999994,22041682.919999994,0,11,1064.8156,200,150,200,0.05,5
47,2,123,46.406715631484985,20712819.509999998,20712819.509999998,0,11,1000.6193000000001,200,150,200,0.05,5
47,3,7890,36.18204307556152,21026263.05,21026263.05,0,11,1015.7615000000001,200,150,200,0.05,5
48,1,42,45.751999855041504,21742799.759999998,21742799.759999998,0,11,1050.3768,200,150,200,0.05,7
48,2,123,61.946882009506226,20611540.619999997,20611540.619999997,0,10,995.7266,200,150,200,0.05,7
48,3,7890,53.90281414985657,21972892.68,21972892.68,0,11,1061.4924,200,150,200,0.05,7
49,1,42,24.559990167617798,18902842.56,18902842.56,0,10,913.1808,200,150,200,0.1,3
49,2,123,24.527486085891724,19863419.850000005,19863419.850000005,0,10,959.5854999999999,200,150,200,0.1,3
49,3,7890,24.00352692604065,19894972.860000003,19894972.860000003,0,10,961.1098,200,150,200,0.1,3
50,1,42,35.142173767089844,18752904.18,18752904.18,0,10,905.9374,200,150,200,0.1,5
50,2,123,35.83250665664673,19999861.83,19999861.83,0,10,966.1769,200,150,200,0.1,5
50,3,7890,35.79221534729004,18237329.279999997,18237329.279999997,0,10,881.0304,200,150,200,0.1,5
51,1,42,44.301923990249634,21630837.599999998,21630837.599999998,0,11,1044.9679999999998,200,150,200,0.1,7
51,2,123,47.869176626205444,19418587.200000003,19418587.200000003,0,11,938.096,200,150,200,0.1,7
51,3,7890,59.435068130493164,19110637.44,19110637.44,0,10,923.2192,200,150,200,0.1,7
52,1,42,22.351404190063477,18938320.29,18938320.29,0,10,914.8947000000001,200,150,200,0.15,3
52,2,123,28.70243239402771,19732482.0,19732482.0,0,10,953.26,200,150,200,0.15,3
52,3,7890,30.45424485206604,21685462.83,21685462.83,0,11,1047.6069,200,150,200,0.15,3
53,1,42,41.417012214660645,17428934.25,17428934.25,0,10,841.9775,200,150,200,0.15,5
53,2,123,34.327106952667236,20524875.93,20524875.93,0,11,991.5399,200,150,200,0.15,5
53,3,7890,49.18394994735718,19040716.98,19040716.98,0,11,919.8414,200,150,200,0.15,5
54,1,42,53.98489022254944,19697066.369999997,19697066.369999997,0,11,951.5491,200,150,200,0.15,7
54,2,123,46.515958309173584,20504558.88,20504558.88,0,11,990.5584,200,150,200,0.15,7
54,3,7890,43.60261154174805,18963193.41,18963193.41,0,10,916.0963,200,150,200,0.15,7
