config_id,mean_obj,std_obj,min_obj,max_obj,mean_time,mean_vehicles,mean_distance,mean_memory_increase,mean_best_iter_memory,mean_load_balance_cv,mean_load_balance_std,mean_load_balance_range,population_size,generations,mutation_rate,tournament_k
38,2079151.47,0.0,2079151.4700000002,2079151.4700000002,0.9145147005716959,1.0,100.4421,0.0,0.0401734375,0.0,0.0,0.0,150,100,0.05,5
39,2079151.47,0.0,2079151.4700000002,2079151.4700000002,1.1973143418629963,1.0,100.4421,0.0,0.0401734375,0.0,0.0,0.0,150,100,0.05,7
40,2253152.22,4371.73087932003,2250628.2,2258200.2600000002,0.6340366999308268,1.0,108.84793333333334,0.0,0.0401734375,0.0,0.0,0.0,150,100,0.1,3
41,2138834.4000000004,103373.86710457683,2079151.4700000002,2258200.2600000002,0.945620616277059,1.0,103.32533333333333,0.0,0.0401734375,0.0,0.0,0.0,150,100,0.1,5
42,2079151.47,0.0,2079151.4700000002,2079151.4700000002,1.2673230171203613,1.0,100.4421,0.0,0.0401734375,0.0,0.0,0.0,150,100,0.1,7
43,2079151.47,0.0,2079151.4700000002,2079151.4700000002,0.6534829139709473,1.0,100.4421,0.0,0.0401734375,0.0,0.0,0.0,150,100,0.15,3
44,2138834.4000000004,103373.86710457683,2079151.4700000002,2258200.2600000002,0.9202126661936442,1.0,103.32533333333333,0.0,0.0401734375,0.0,0.0,0.0,150,100,0.15,5
45,2079151.47,0.0,2079151.4700000002,2079151.4700000002,1.254252831141154,1.0,100.4421,0.0,0.0401734375,0.0,0.0,0.0,150,100,0.15,7
46,2138834.4000000004,103373.86710457673,2079151.4700000002,2258200.2600000002,1.302375078201294,1.0,103.32533333333333,0.0,0.0401734375,0.0,0.0,0.0,150,200,0.05,3
47,2079151.47,0.0,2079151.4700000002,2079151.4700000002,1.8654000759124756,1.0,100.4421,0.0,0.0401734375,0.0,0.0,0.0,150,200,0.05,5
48,2079151.47,0.0,2079151.4700000002,2079151.4700000002,2.365986982981364,1.0,100.4421,0.0,0.0401734375,0.0,0.0,0.0,150,200,0.05,7
49,2253152.22,4371.73087932003,2250628.2,2258200.2600000002,1.26425306002299,1.0,108.84793333333334,0.0,0.0401734375,0.0,0.0,0.0,150,200,0.1,3
50,2138834.4000000004,103373.86710457683,2079151.4700000002,2258200.2600000002,1.8834429581960042,1.0,103.32533333333333,0.0,0.0401734375,0.0,0.0,0.0,150,200,0.1,5
51,2079151.47,0.0,2079151.4700000002,2079151.4700000002,2.4096826712290444,1.0,100.4421,0.0,0.0401734375,0.0,0.0,0.0,150,200,0.1,7
52,2079151.47,0.0,2079151.4700000002,2079151.4700000002,1.2789853413899739,1.0,100.4421,0.0,0.0401734375,0.0,0.0,0.0,150,200,0.15,3
53,2138834.4000000004,103373.86710457683,2079151.4700000002,2258200.2600000002,1.87069567044576,1.0,103.32533333333333,0.0,0.0401734375,0.0,0.0,0.0,150,200,0.15,5
54,2079151.47,0.0,2079151.4700000002,2079151.4700000002,2.3957773049672446,1.0,100.4421,0.0,0.0401734375,0.0,0.0,0.0,150,200,0.15,7
