RouteID,VehicleID,StopSequence,NodeID,Demand_Served_On_Route,Cumulative_Dist_On_Route
Route_1,Vehicle_1,1,D1,101.0,0.0
Route_1,Vehicle_1,2,C6,11.0,22.3
Route_1,Vehicle_1,3,C4,6.0,33.25
Route_1,Vehicle_1,4,C1,12.0,35.72
Route_1,Vehicle_1,5,C2,15.0,43.8
Route_1,Vehicle_1,6,C9,15.0,55.49
Route_1,Vehicle_1,7,C7,12.0,67.55
Route_1,Vehicle_1,8,C8,10.0,78.06
Route_1,Vehicle_1,9,C3,15.0,88.06
Route_1,Vehicle_1,10,C5,5.0,96.2
Route_1,Vehicle_1,11,D1,0,109.09
