VehicleId,DepotId,InitialLoad,RouteSequence,ClientsServed,DemandsSatisfied,TotalDistance,TotalTime,FuelCost
V1,D5,131.9211396722696,D5 - C2 - C1 - C4 - D5,3,15 - 12 - 6,22.9,0.0,473972
V2,D6,108.4356199315333,D6 - C9 - C7 - C8 - C5 - C6 - D6,5,15 - 12 - 10 - 5 - 11,58.49,0.0,1210712
V3,D9,91.50425520531196,D9 - C3 - D9,1,15,2.42,0.0,50009
